ID	InUse	Distance		Remaining Battery	 # Charges	Charging	Revenue
27	false	138667.93999999994		0.41527933120575805	5	false	$618.20984
29	false	145171.77000000014		0.5950597261989975	5	false	$653.9924
79	false	136494.12000000002		0.0751056331026802	4	true	$614.27155
9	false	139951.5000000001		0.40459858178239033	5	false	$623.53503
4	false	149641.04000000007		0.37041633112622296	5	false	$657.0888
55	false	143367.03999999992		0.2864970447586098	5	false	$629.7228
34	false	142539.37999999998		0.6771748613099497	5	false	$634.2233
7	false	149571.19000000006		0.40146376411755363	5	false	$661.9623
64	false	129311.91		0.15062864123518593	4	true	$594.2611
6	false	148441.94999999995		0.19220645182136337	5	true	$675.9163
65	false	130038.59999999995		0.2438809229102043	4	false	$605.57697
38	false	146403.51000000004		0.4150665115724175	5	false	$643.22375
93	false	155885.70000000004		0.35539499323948126	5	false	$672.4016
67	false	134643.61000000007		0.7322050475224687	5	false	$604.91956
86	false	147602.65999999995		0.5057863949534718	5	false	$657.39606
96	false	141146.22000000006		0.7886193380656964	5	false	$637.6998
17	false	144232.2299999999		0.48841440984649626	5	false	$637.29016
32	false	143450.62000000005		0.5623998349638112	5	false	$632.87415
49	false	142259.27999999994		0.6408414235862561	5	false	$646.71594
69	false	134627.94		0.33933845094647236	4	false	$616.8912
46	false	130111.01999999997		0.08781049918476096	4	true	$586.7082
90	false	148311.2799999999		0.23355373369521992	5	true	$660.67975
63	false	150062.59000000005		0.2144487443330946	5	true	$661.85254
10	false	149595.03		0.1949345820408816	5	true	$662.00555
97	false	145258.5899999999		0.3663973022548315	5	false	$657.1493
68	false	131006.74999999993		0.7747655566491687	5	false	$599.33105
22	false	134007.67999999993		0.8169908360176568	5	false	$612.7677
44	false	133733.82999999993		-0.002111232899865296	4	true	$600.27124
11	false	162357.04000000004		0.6786270057862082	6	false	$687.1251
76	false	145401.09999999998		0.3754994581643201	5	false	$650.4078
56	false	145128.7799999999		0.7302337474150957	5	false	$631.91406
16	false	144761.1799999999		0.4060410950051699	5	false	$648.2485
95	false	129760.83999999997		-0.0137252818539733	4	true	$580.07355
5	false	153839.44000000012		-6.646807643366087E-4	5	true	$679.6948
